CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1)/Neither(0),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Richmond,outside SunTrust bldg,VA,USA,2017-03-15,about 70,70,70,70,77,63,general protesters,protest appearance by US AG Jeff Sessions; should resign,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/dc-politics/ag-sessions-greeted-in-richmond-by-protesters/2017/03/15/593173f2-099f-11e7-93dc-00f9bdd74ed1_story.html?utm_term=.71383e98ec8a,,,,,,,
Montgomery,in front of the U.S. Citizenship and Immigration Services building,AL,USA,2017-03-16,about 50,50,50,50,55,45,Birthplace of Justice,anti-Muslim Ban; anti-travel EO; No Ban No Wall,1,rally,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/story/news/2017/03/16/no-ban-no-wall-locals-rally-against-travel-ban/99227724/,,,,,,,
Little Rock,outside Sen. Tom Cotton's office,AR,USA,2017-03-16,,7,7,7,7.7,6.3,general protesters,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.arkansasmatters.com/news/local-news/protestors-against-healthcare-reform-assembled-outside-cottons-office/673119945,,,,,,,
Los Angeles,in front of the Federal Building on Los Angeles Street,CA,USA,2017-03-16,about a dozen,12,12,12,13.2,10.8,Los Angeles chapter of RefuseFascism.org,against second Trump immigration order,1,protest,0,0,0,0,1,1,http://mynewsla.com/government/2017/03/17/trumps-blocked-travel-ban-target-of-small-protest-in-downtown-la/,,,,,,,
Montebello,outside Schurr HS,CA,USA,2017-03-16,several hundred,200,200,200,220,180,students; parents,denounce teacher layoffs,0,protest,0,0,0,0,1,1,http://losangeles.cbslocal.com/2017/03/16/students-protest-teacher-job-cuts-in-montebello-bell-gardens/,http://abc7.com/education/montebello-students-protest-against-school-district-layoffs/1804092/,,,,,,
Pasadena,City Hall,CA,USA,2017-03-16,,,,,,,Pasadenans Organizing for Progress,demand the release of Pasadena resident Carlos Ortiz from detention by ICE,1,vigil,,,,,1,1,http://www.pasadenanow.com/main/demonstration-today-set-to-protest-pasadena-residents-arrest-by-immigration-and-customs-enforcement/#.WMvpK461tsM,,,,,,,
Sacramento,Outside Sacramento Unified School District trustee meeting,CA,USA,2017-03-16,hundreds,200,200,200,220,180,teachers of Sacramento Teachers Association,contract negotiations,0,protest; rally,0,0,0,0,1,1,http://www.sacbee.com/news/local/education/article138971608.html,,,,,,,
San Diego,UCSD; the Silent Tree outside Geisel Library,CA,USA,2017-03-16,na,18,18,18,19.8,16.2,students; faculty,anti-Muslim Ban; anti-travel EO,1,protest,0,0,0,0,1,1,http://ucsdguardian.org/2017/03/16/students-protest-updated-muslim-ban/,,,number in link pic,,,,
San Diego,UCSD; the Silent Tree outside Geisel Library,CA,USA,2017-03-16,a few,3,3,3,3.3,2.7,general protesters,pro-Trump,2,protest,0,0,0,0,1,1,http://ucsdguardian.org/2017/03/16/students-protest-updated-muslim-ban/,,,,,,,
San Francisco,"San Francisco Federal Building, 90 Seventh St.",CA,USA,2017-03-16,more than 200,200,200,200,220,180,general protesters,anti-Muslim ban,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/03/16/san-francisco-activists-to-mark-travel-ban-court-ruling-at-thursday-rally/,,,,,,,
Wilmington,Freedom Plaza,DE,USA,2017-03-16,na,18,18,18,19.8,16.2,American Civil Liberties Union of Delaware and the Delaware Civil Rights Commission,pro-immigrants; pro-sanctuary,1,rally,0,0,0,0,1,1,http://www.delawareonline.com/story/news/education/2017/03/16/aclu-latin-american-community-center-hold-rally/99250736/,,,number counted from picture at link,,,,
Burley,in front of the Cassia County School District office,ID,USA,2017-03-16,several dozen,24,24,24,26.4,21.6,general protestors,against reassignment of principal of Oakley Jr./Sr. HS,0,protest,0,0,0,0,1,1,http://magicvalley.com/news/local/mini-cassia/oakley-principal-reassigned-by-district-students-protest/article_fd1e81f3-b733-57e6-b668-8f1db013aaad.html,,,,,,,
Chicago,Northeastern Illinois University,IL,USA,2017-03-16,about 100,100,100,100,110,90,students; educators,state funding cuts,0,protest,0,0,0,0,1,1,http://chicago.suntimes.com/politics/students-teachers-protest-cuts-at-neiu/,,,,,,,
Chicago,Outside of Immigration and Customs Enforcement Offices,IL,USA,2017-03-16,,,,,,,Arab American Action Network,anti-Muslim Ban; anti-travel EO,1,rally; protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/92818610-132.html ,,,,,,,
Bloomington,courthouse square,IN,USA,2017-03-16,na,10,10,10,11,9,general protestors,press Sen. Todd Young to hold town hall meeting,1,protest,0,0,0,0,1,1,count from picture at link,,,,,,,
Worcester,City Hall,MA,USA,2017-03-16,dozens,24,24,24,26.4,21.6,teachers; students,protest PCB levels in schools,0,rally,0,0,0,0,1,1,http://www.telegram.com/news/20170316/teachers-union-rally-calls-for-action-on-pcbs-in-worcester,,,,,,,
Annapolis,outside State House,MD,USA,2017-03-16,dozens,24,24,24,26.4,21.6,general protesters; Food and Water Watch,against fracking,1,demonstration,12,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/politics/bs-md-fracking-arrests-20170316-story.html,http://somd.com/news/headlines/2017/21777.php,,,,,,
Jackson ,State Capitol,MS,USA,2017-03-16,hundreds,200,200,200,220,180,general protesters,ensure adequate funding for public schools.,0,rally,0,0,0,0,1,1,http://www.clarionledger.com/story/news/politics/2017/03/16/hundreds-rally-voice-ed-funding-rewrite/99248560/,,,,,,,
Asheville,Oak st. First Congregational United Church to Unitarian Universalist Congregation,NC,USA,2017-03-16,hundreds,200,200,200,220,180,general members of faith communities,pro-immigrants; pro-sanctuary,1,march,0,0,0,0,1,1,http://www.wlos.com/news/local/local-faith-leaders-march-in-solidarity-with-immigrant-communities ,,,,,,,
Newark,Newark International Airport,NJ,USA,2017-03-16,more than 30,30,30,30,33,27,NJ ACLU; general protesters,anti-Muslim Ban; anti-travel EO,1,protest,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2017/03/fight_isnt_over_advocates_say_despite_freeze_on_tr.html,,,,,,,
Santa Fe,the Roundhouse,NM,USA,2017-03-16,more than 1000,1000,1000,1000,1100,900,"general protesters; mostly Santa Fe Public Schools teachers, staff, students and their parents",protect public school funding,0,protest,0,0,0,0,1,1,https://www.abqjournal.com/970734/hundreds-plea-save-our-schools-at-roundhouse-rally.html,,,,,,,
Glens Falls,outside district office of US Rep. Elise Stefanik (R),NY,USA,2017-03-16,,,,,,,Citizen Action of New York,against GOP health care bill,1,demonstration,0,0,0,0,1,1,http://poststar.com/blogs/all_politics_is_local/two-day-health-care-demonstration-outside-stefanik-s-glens-falls/article_4e744787-e2a5-53b9-b4a9-f1afdd3c50fc.html,,,,,,,
Rock Hill,York Technical College,SC,USA,2017-03-16,dozens,24,24,24,26.4,21.6,local NAACP,against the Sons of Confederate Veterans Convention and its confederate flags,1,rally,0,0,0,0,1,1,http://www.wcnc.com/news/events/sc-group-preps-for-peaceful-protest-against-confederate-flags/423277406,,,,,,,
Beckley,outside Sen. Capito's offices,WV,USA,2017-03-16,na,5,5,5,5.5,4.5,general protesters,against GOP Health Care Bill,1,protest,0,0,0,0,1,1,http://www.register-herald.com/news/local-doctor-protesters-ask-capito-to-vote-against-aca-repeal/article_95983ffe-4be9-5860-92cc-b8532ab3bdd9.html ,,,,,,,
Birmingham,outside Birmingham Water Works,AL,USA,2017-03-17,a group,,,,,,Birmingham Water Works retirees,utility pension problems,0,protest,0,0,0,0,1,1,http://www.wbrc.com/story/34942662/bwwb-retirees-protest-after-pension-assets-defrauded,,,,,,,
Tucson,outside the federal government building,AZ,USA,2017-03-17,a couple dozen,24,24,24,26.4,21.6,general protesters,anti-immigration ban; anti-Trump EO,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/3/17/trump-s-muslim-ban-draws-tucson-protest,,,,,,,
Los Angeles,"lobby of 1801 Century Park East, home to the West Coast office of AIPAC",CA,USA,2017-03-17,Fewer than 20,19,19,19,20.9,17.1,IfNotNow,against AIPAC,0,protest,6,0,0,0,1,1,http://www.jweekly.com/2017/03/17/six-locals-arrested-at-anti-aipac-protest-in-l-a/,,,civil dis,,,,
Los Angeles,Hancock Park neighborhood,CA,USA,2017-03-17,couple of dozen,24,24,24,26.4,21.6,various Los Angeles County chapters of Indivisible; Our Revolution,demand Sen. Feinstein (D) take a more outspoken stand against the Trump administration,,protest,0,0,0,0,1,1,http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-sen-dianne-feinstein-talks-with-1489787037-htmlstory.html,,,,,,,
Napa,in front of school district headquarters,CA,USA,2017-03-17,about 100,100,100,100,110,90,students at Napa High School,protest resignation of football coach and student expulsion over hazing,0,protest,0,0,0,0,1,1,http://abc7news.com/sports/dozens-of-napa-high-students-protest-football-players-expulsion/1805855/,,,,,,,
Orlando,outside the Orange County Courthouse,FL,USA,2017-03-17,,,,,,,Equal Justice USA,against death penalty,1,,0,0,0,0,1,1,http://www.wftv.com/news/local/murder-victims-mother-joins-anti-death-penalty-protesters-at-rally/503582457,,,,,,,
Tallahassee,na,FL,USA,2017-03-17,na,11,11,11,12.1,9.9,general protestors,against banks funding Sabal Trail natural gas pipeline,1,protest,0,0,0,0,1,1,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2017/3/17/sabal_trail_pipeline.html,,,numbers from pic at link,,,,
Chicago,outside Missha Beauty Supply in Bronzeville,IL,USA,2017-03-17,,,,,,,general protestors,boycott call after shopper mistreated,0,protest,0,0,0,0,1,1,http://abc13.com/news/protesters-call-for-boycott-of-store-connected-to-viral-video/1806074/,,,,,,,
Lexington,outside Central Baptist Hospital,KY,USA,2017-03-17,a group,,,,,,Indivisible Bluegrass,pro-ACA; anti-replacement bill,1,protest,0,0,0,0,1,1,http://www.wtvq.com/2017/03/18/protest-lexington-house-gop-healthcare-replacement-plan/,,,,,,,
Metairie,outside Sen. Bill Cassidy's office on the Causeway Boulevard ,LA,USA,2017-03-17,about 10,10,10,10,11,9,general protestors,pro-ACA; anti-Trump,1,protest,0,0,0,0,1,1,http://www.bestofneworleans.com/thelatest/archives/2017/03/17/with-vigil-to-save-the-affordable-care-act-protesters-send-message-to-sen-bill-cassidy,,,,,,,
Minneapolis,Hennepin County Medical Center,MN,USA,2017-03-17,,,,,,,general protesters; AFSCME union,protest layoffs at HCMC,0,,0,0,0,0,1,1,http://www.workdayminnesota.org/articles/workers-protest-hennepin-county-medical-center-layoffs,,,,,,,
Winston-Salem,outside the Marriott Hotel,NC,USA,2017-03-17,about 30,30,30,30,33,27,general protesters,speech by US Rep. Jason Chaffetz (R-UT); pro-ACA,1,protest,0,0,0,0,1,1,http://www.journalnow.com/news/local/rep-jason-chaffetz-visit-draws-crowd-of-protesters/article_8b6fbf28-cf1b-523d-b1bb-4794d928f31e.html,,,,,,,
Glens Falls,outside district office of US Rep. Elise Stefanik (R),NY,USA,2017-03-17,,,,,,,Citizen Action of New York,against GOP health care bill,1,demonstration,0,0,0,0,1,1,http://poststar.com/blogs/all_politics_is_local/two-day-health-care-demonstration-outside-stefanik-s-glens-falls/article_4e744787-e2a5-53b9-b4a9-f1afdd3c50fc.html,,,,,,,
Kingston,"outside the offices of Rep. John Faso, R-Kinderhook",NY,USA,2017-03-17,more than 60,60,60,60,66,54,"Citizen Action of New York's Hudson Valley chapter; ""Faso Friday""",protest Faso's committee vote for GOP health care bill,1,protest,0,0,0,0,1,1,http://www.recordonline.com/news/20170317/more-than-60-protest-fasos-health-care-repeal-vote,,,,,,,
New York,near Union Sq,NY,USA,2017-03-17,several dozen,24,24,24,26.4,21.6,Samidoun Palestinian Prisoners Network,honor Basel al-Araj,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/3/19/new-york-protests-murder-basil-al-araj-continue,,,,,,,
New York,Rockefeller Park in Battery Park City,NY,USA,2017-03-17,,,,,,,general protesters,against Trump immigration ban,1,protest,0,0,0,0,1,1,http://gothamist.com/2017/03/20/trump_travel_ban_protest.php#photo-1,,,,,,,
Corvallis,OSU's Memorial Union,OR,USA,2017-03-17,na,15,15,15,16.5,13.5,general protesters,against tuition hikes,0,protest,0,0,0,0,1,1,http://www.gazettetimes.com/news/local/osu-tuition-hike-vote-delayed-after-protest-disrupts-board-meeting/article_04f13b51-110a-507d-91f3-b9d28d879da8.html,,,,,,,
Rock Hill,York Technical College,SC,USA,2017-03-17,between 20 and 30,20,24.5,30,22,27,local NAACP,against the Sons of Confederate Veterans Convention and its confederate flags,1,protest,0,0,0,0,1,1,http://www.wsoctv.com/news/local/rock-hill-college-to-close-due-to-convention-protest/503392081,,,,,,,
Phoenix,at the Bank of Hope Founders Cup; LPGA: golf course,AZ,USA,2017-03-18,about a dozen,12,12,12,13.2,10.8,UltraViolet,protest LPGA ties with Trump course,1,protest,0,0,0,0,1,1,http://www.golfchannel.com/news/golf-central-blog/security-ends-lpga-trump-protest-after-30-minutes/,,,,,,,
Santa Barbara,outside Cottage Hospital,CA,USA,2017-03-18,na,11,11,11,12.1,9.9,general protesters,against VBAC ban at hospital,0,protest,0,0,0,0,1,1,http://www.independent.com/news/2017/mar/19/protest-over-cottage-hospitals-vbac-policy/,,,number in link pic,,,,
Boulder,,CO,USA,2017-03-18,,,,,,,,,1,,,,,,1,1,http://www.dailycamera.com/news/boulder/ci_30859599/this-weeks-boulder-anti-trump-rally-rescheduled-10,,,,,,,
Denver,Civic Center Park,CO,USA,2017-03-18,about 75,75,75,75,82.5,67.5,general protestors,investigate Trump's ties to Russia,1,rally; march,0,0,0,0,1,1,https://www.denverite.com/75-rallied-marched-demand-investigation-trumps-connections-russia-31914/,,,,,,,
West Palm Beach,Worth Ave,FL,USA,2017-03-18,about a dozen,12,12,12,13.2,10.8,Bloodstained Men,against circumcision,0,protest,0,0,0,0,1,1,http://www.myrtlebeachonline.com/opinion/op-ed/article138879143.html,,,,,,,
Albany,Old Blaylock Ln and making way to CW Heath Park on Maple Ave,GA,USA,2017-03-18,dozens,24,24,24,26.4,21.6,general protestors,Stop the Violence; honor death of Justin King,0,demonstration; march,0,0,0,0,1,1,http://www.walb.com/story/34944731/stop-the-violence-rally-marches-in-albany,,,,,,,
Algonquin,,IL,USA,2017-03-18,,,,,,,,,0,,,,,,1,1,http://patch.com/illinois/algonquin/longmeadow-parkway-protesters-gather-saturday,,,,,,,
Chicago,Daley Plaza,IL,USA,2017-03-18,about 100,100,100,100,110,90,general protestors,againt Trump immigration policy,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-protesters-irish-immigrant-issues-20170318-story.html,,,,,,,
New Orleans,outside City Hall,LA,USA,2017-03-18,between 100 and 150,100,122.5,150,110,135,504HealthNet,pro-ACA,1,protest,0,0,0,0,1,1,http://www.bestofneworleans.com/thelatest/archives/2017/03/18/at-second-line-for-health-care-doctors-and-nurses-speak-out-for-affordable-care-act,,,,,,,
Morristown,na,NJ,USA,2017-03-18,approximately 400,400,400,400,440,360,wind of the spirit immigrant resource center,immigration support,1,rally,0,0,0,0,1,1,http://www.dailyrecord.com/picture-gallery/news/2017/03/18/photos-no-hate-no-fear-immigrants-are-welcome-rally-in-morristown/99358124/,,,,,,,
Teaneck,Bank of America on Palisade Ave to Wells Fargo Bank on Cedar Land to Chase Bank on Cedar Lane,NJ,USA,2017-03-18,Between 30 and 40,30,34.5,40,33,36,general protestors,anti-Dakota Access Pipeline,1,protest; march,0,0,0,0,1,1,http://www.northjersey.com/story/news/2017/03/18/pipeline-protesters-march-their-wallets-teaneck/99351946/,,,,,,,
Buffalo,outside Old County Hall,NY,USA,2017-03-18,about 70,70,70,70,77,63,general protestors,pro-health care; against Rep. Chris Collins,1,march; protest,0,0,0,0,1,1,http://buffalonews.com/2017/03/18/gop-officials-erie-niagara-counties-tout-collins-medicaid-plan/,,,,,,,
Mercer,Mercer County State House,PA,USA,2017-03-18,more than 170,170,170,170,187,153,union workers,against right to work legislation,1,rally,0,0,0,0,1,1,http://www.wfmj.com/story/34946917/mercer-county-workers-rally-against-right-to-work-possibility,,,,,,,
Reading,through the streets of downtown Reading Saturday to the steps of the Berks County Services Center,PA,USA,2017-03-18,dozens,24,103.2,200,26.4,180,general protesters,to protest a plan to deputize local law enforcement officers as federal immigration agents (ICE); program 287(g),1,protest; march,0,0,0,0,1,1,http://www.readingeagle.com/news/article/demonstrators-protest-sheriffs-plan-in-reading,,,,,,,
Pawtucket,home of RI State Representative David Coughlin at 9 Armistice Blvd,RI,USA,2017-03-18,na,35,35,35,38.5,31.5,general protesters,"protest Coughlin’s support for H5093, which would have local police officers effectively act as ICE agents",1,protest,0,0,0,0,1,1,http://www.rifuture.org/coughlin-h5093/,,,,,,,
Memphis,all four corners of the intersection at Poplar and Highland,TN,USA,2017-03-18,about 200,200,200,200,220,180,general protesters,protest rules change on city-union negotiations,0,protest,0,0,0,0,1,1,http://www.commercialappeal.com/story/news/government/city/2017/03/18/city-workers-protest-impasse-ordinance/99352666/,,,,,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,,,,,,,Bureau of Islamic-American Relations,anti-Mosque; anti-terrorism,2,protest,0,0,0,0,1,1,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,http://www.khou.com/news/local/texas/protests-outside-n-texas-mosque-take-unexpected-turn/423869610,,,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,,,,,,,general demonstrators,defend Mosque,1,rally,0,0,0,0,0,1,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,,,,,,
Richardson,outside the Islamic Association of North Texas on Abrams Road,TX,USA,2017-03-18,about 20; na,15,17.25,20,16.5,18,Dallas Workers Front,"prevent a protest by the Bureau of American Islamic Relations (a ""Trump is Your President"" protest)",2,protest (armed),0,0,0,0,0,1,http://cw33.com/2017/03/18/mosque-protest-and-counter-protest-in-richardson-upstaged-by-third-group/,http://www.nbcdfw.com/news/local/Armed-Protestors--Members-of-Mosque-Unite-and-Have-Lunch-416530913.html,,,,,,
Lynchburg,in front of the Legacy Museum of African-American History on Monroe street to corner of Fifth Street and Federal Street,VA,USA,2017-03-18,almost 70,70,70,70,77,63,general protesters; Seven Hills Progressive Society,protect civil liberties; anti-Trump,1,march,0,0,0,0,1,1,http://www.newsadvance.com/news/local/protesters-march-in-support-of-civil-liberties/article_4c4c14fd-b527-5e07-9ed2-a2ea8949e9a6.html,,,,,,,
Williamsburg,College Landing Park,VA,USA,2017-03-18,close to 150,150,150,150,165,135,delegate Mike Mullin,clean Chesapeake Bay,1,rally,0,0,0,0,1,1,http://www.vagazette.com/news/va-vg-del-mullin-holds-rally-over-proposed-cuts-to-chesapeake-bay-cleanup-20170318-story.html,,,,,,,
Burlington,Church St,VT,USA,2017-03-18,a few hundred,200,200,200,220,180,general protester,calling for the release of Enrique Balcazar and Zully Palacios (detained by ICE); anti-Trump,1,protest,0,0,0,0,1,1,http://www.mychamplainvalley.com/news/large-protest-in-vt-after-feds-arrest-immigrants/674908604,,,,,,,
Seattle,23rd and Union to Madrona home ,WA,USA,2017-03-18,,,,,,,general protesters,against gentrification displacement,0,rally; march,0,0,0,0,1,1,https://www.capitolhillseattle.com/2017/03/protest-against-displacement-at-23rd-and-union-targets-landowners-madrona-home-sparks-scuffle-at-uncle-ikes/,,,,,,,
Appleton,Houdini Plaza,WI,USA,2017-03-18,about 300,300,300,300,330,270,general protestors,transgender rights,1,rally,0,0,0,0,1,1,http://www.wisconsinrapidstribune.com/story/news/local/2017/03/18/300-rally-transgender-rights-appleton/99348716/,,,,,,,
Beloit,Eclipse Center,WI,USA,2017-03-18,about 15,15,15,15,16.5,13.5,general protesters,against Trump's budget and GOP's “assault on public health”,1,,0,0,0,0,1,1,http://www.gazettextra.com/20170318/about_15_people_protest_outside_republican_lincoln_day_dinner,,,,,,,
Steven's Point,Community Stadium at Goerke Park,WI,USA,2017-03-18,over 100,100,100,100,110,90,Sisterhood of Portage County,social justice; hate crimes,1,march,0,0,0,0,1,1,http://www.greenbaypressgazette.com/story/news/2017/03/18/hmong-group-rallies-social-justice-hate-crime-charges-henry-kaminski-junction-city/99308400/,,,,,,,
Shepherdstown,Shepard University,WV,USA,2017-03-18,about 80,80,80,80,88,72,Sierra Club; Eastern Panhandle Young Democrats; Vigilance of Jefferson County,WV Attorney Gen Patrick Morrisey's agenda,1,protest,0,0,0,0,1,1,http://www.your4state.com/news/west-virginia/protesters-picket-west-virginia-attorney-general-patrick-morriseys-speech/674926605,,,,,,,
Los Angeles,Roxbury Park in Beverly Hills to the AIPAC main office in Carthay Circle,CA,USA,2017-03-19,over 200,200,200,200,220,180,IfNotNow,against AIPAC,0,protest; march,0,0,0,0,1,1,http://laist.com/2017/03/19/aipac_protest.php,,,,,,,
Aspen,Main Street in front of Paepcke Park,CO,USA,2017-03-19,dozens,24,24,24,26.4,21.6,Indivisible Aspen; Indivisible Roaring Fork,anti-Trump,1,protest,0,0,0,0,1,1,http://www.aspentimes.com/news/trump-protesters-rally-in-aspen/,,,,,,,
Wilmington,Parking lot outside of a JCC.,DE,USA,2017-03-19,about 200,200,200,200,220,180,United Way of Delaware,In support of a JCC,1,rally,0,0,0,0,1,1,http://www.delawareonline.com/story/news/local/2017/03/19/hundreds-unite-support-siegel-jewish-community-center/99384924/,,,,,,,
New York,Brooklyn; in front of Barclays Center ,NY,USA,2017-03-19,dozens,24,24,24,26.4,21.6,general protesters,protest MTA fair hikes; transport,0,protest,0,0,0,0,1,1,http://patch.com/new-york/brooklyn/mta-fare-hikes-what-expect-when-buying-subway-tickets-week,,,,,,,
Greenville,outside Bon Secours Wellness Arena,SC,USA,2017-03-19,about a dozen,12,12,12,13.2,10.8,general protesters,pro-Confederate flag,2,protest,0,0,0,0,1,1,http://www.espn.com/mens-college-basketball/story/_/id/18951551/protesters-fly-confederate-flag-ncaa-tournament-arena-south-carolina,,,,,,,
Vancouver,Street corners,WA,USA,2017-03-19,"Nine different independent groups gathered, some with 20 or 30 people.",180,220.5,270,198,243,general protestors,against new healthcare plan,1,protest,0,0,0,0,1,1,http://www.columbian.com/news/2017/mar/19/groups-in-clark-county-rally-for-affordable-health-care/,,,,,,,
Palms,Palms Elementary School,CA,USA,2017-03-20,NA,,,,,,Teachers;Students,Protest sharing crowded campus with charter school,0,protest,0,0,0,0,1,1,http://abc7.com/education/palms-students-teachers-protest-sharing-campus-with-charter-school/1811614/,,,,,,,
Saratago,West Valley College Administration Building,CA,USA,2017-03-20,hundreds ,200,200,200,220,180,Faculty Union;Supporters,Protest health care premiums and lack of health insurance,1,Rally,0,0,0,0,1,1,http://www.mercurynews.com/2017/03/21/west-valley-mission-college-teachers-protest-contract-delays/,,,,,,,
Hartford,Capitol in Hartford,CT,USA,2017-03-20,NA,,,,,,Parents,Call For More Funding For Charter,0,protest,0,0,0,0,1,1,http://www.courant.com/politics/hc-charter-magnet-equal-funding-rally-linares-20170320-story.html,,,,,,,
Louisville,Freedom Hall,KY,USA,2017-03-20,hundreds ,200,560,1000,220,900,Protesters,Protest health care repeal,1,protest,0,0,0,0,1,1,http://www.wlky.com/article/protesters-gather-before-presidents-louisville-rally/9157713,,,,,,,
Raleigh,federal building,NC,USA,2017-03-20,,,,,,,NC Policy Watch; AFL-CIO of North Carolina; Equality North Carolina; NARAL Pro-Choice North Carolina,against Gorsuch SC nomination,1,rally,0,0,0,0,1,1,http://pulse.ncpolicywatch.org/2017/03/20/groups-protest-gorsuch-confirmation-begins/#sthash.ZMBNTXyi.dpbs,,,,,,,
Carson City,Legislative Building,NV,USA,2017-03-20,several dozen,24,24,24,26.4,21.6,Educate Nevada Now; Nevada State Education Association; ACLU of Nevada; Battle Born Progress,oppose education bill,0,rally,0,0,0,0,1,1,http://www.reviewjournal.com/news/politics-and-government/nevada/nevada-esa-bill-would-move-program-department-education-offer,,,,,,,
Woodburn ,Transit Center,OR,USA,2017-03-20,,70,70,70,77,63,Voz Hispana Cambio Comunitario and Milenio,oppose Trump immigration policies,1,protest,0,0,0,0,1,1,http://www.pamplinmedia.com/wbi/152-news/350567-230059-about-70-speak-out-against-president-trump-immigration-agents-at-ice-out-of-woodburn-rally,,,,,,,
Pittsburgh,Allegheny County Jail,PA,USA,2017-03-20,NA,25,25,25,27.5,22.5,the Allegheny County Health Justice Project ,protest insufficient medical care for inmates,0,protest,11,0,1,1,1,1,http://www.cbsnews.com/news/pittsburgh-police-charge-11-after-protest-outside-jail/,,,,,,,
Memphis,Suburban Memphis,TN,USA,2017-03-20,Several dozen,24,24,24,26.4,21.6,Protesters,oppose the GOP-led plan to repeal and replace the Affordable Care Act.,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/tennessee/articles/2017-03-20/protesters-rally-against-gops-health-care-plan-in-memphis,,,,,,,
Suffolk,Nansemond River High School,VA,USA,2017-03-20,NA,6,12.3,20,6.6,18,NRHS students,higher pay for teachers,0,demonstration,0,0,0,0,1,1,http://www.suffolknewsherald.com/2017/03/20/students-protest-for-teacher-raises/,,,,,,,
Sheboygan,City Hall,WI,USA,2017-03-20,,500,500,500,550,450,Voces de la Frontera,oppose immigration ordinance,1,rally,0,0,0,0,1,1,http://www.sheboyganpress.com/story/news/2017/03/21/sheboygan-clerk-immigration-rally-unprecedented/99453574/,,,,,,,
Forest City,City Hall ,AR,USA,2017-03-21,NA,,,,,,Protesters ,Protest misuse of police power ,0,Protest,1,0,0,0,1,1,http://www.fox13memphis.com/top-stories/community-members-protest-after-off-duty-officer-draws-gun-on-suspect-in-walmart/504788494,,,,,,,
Prescott,Office of Rep. Paul Gosar,AZ,USA,2017-03-21,,27,27,27,29.7,24.3,"PrescottResist!, Indivisible Arizona",opposeAHCA,1,rally,0,0,0,0,1,1,https://www.dcourier.com/news/2017/mar/23/prescottresist-hosts-extended-rally-oppose-gop-hea/,,,,,,,
Vista,Vista office of Rep,CA,USA,2017-03-21,hundreds ,200,200,200,220,180,Local Democratic Party groups,Protest health care repeal,1,demonstration,0,0,0,0,1,1,http://fox5sandiego.com/2017/03/21/demonstrators-protest-trump-care-with-die-in/,,,,,,,
Durango,Fort Lewis College,CO,USA,2017-03-21,,50,50,50,55,45,students,"support arrested student, Native American students, and the lesbian, gay, bisexual and transgender community",1,rally,0,0,0,0,1,1,https://durangoherald.com/articles/144658-fort-lewis-college-students-rally-after-fracas-with-x2018-campus-preacher-x2019?wallit_nosession=1,,,,,,,
Athens,UGA Arch ,GA,USA,2017-03-21,hundreds ,200,200,200,220,180,UGA Students,Protest for Gun-free campuses,1,Rally,0,0,0,0,1,1,http://flagpole.com/news/in-the-loop/video-campus-carry-protest-in-athens,,,,,,,
Chicago,office of US Rep. Brad Schneider in Lincolnshire,IL,USA,2017-03-21,NA,,,,,,Protesters and Activists,Protest Trump's budget proposal to cut the EPA budget,1,Rally,0,0,0,0,1,1,http://www.dailyherald.com/article/20170321/news/170329731/,,,,,,,
Chicago,Downtown,IL,USA,2017-03-21,hundreds ,200,200,200,220,180,Activists ,Protest Trump’s Budget proposal,1,March,8,0,0,0,1,1,http://inthesetimes.com/article/19994/8-people-arrested-as-activists-march-in-chicago-to-protest-trumps-budget/,,,,,,,
